"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.668837688E1,-6.667135620E-1,8.431965637E-1,9.496851196E0,9.557492875E0
5.669837588E1,-6.538403320E-1,8.587641907E-1,9.522298279E0,9.583274369E0
5.670837588E1,-6.331832886E-1,8.741821289E-1,9.484726410E0,9.545949431E0
5.671837588E1,-6.355783081E-1,8.701405334E-1,9.503587189E0,9.564479797E0
5.672837488E1,-6.695576477E-1,8.812174988E-1,9.543853455E0,9.607808829E0
5.673837487E1,-6.923103333E-1,8.885522461E-1,9.565857697E0,9.631949551E0
5.674837387E1,-6.963519287E-1,8.916957092E-1,9.591304779E0,9.657802784E0
5.675837387E1,-6.697073364E-1,8.869056702E-1,9.642947388E0,9.706778245E0
5.676837287E1,-6.234535217E-1,8.428971863E-1,9.742789764E0,9.799036807E0
5.677837288E1,-6.171665955E-1,8.887019348E-1,9.765243073E0,9.825001679E0
5.678837288E1,-5.884263611E-1,8.761280823E-1,9.826914825E0,9.883425569E0
5.679837554E1,-6.134243774E-1,8.674461365E-1,9.848170624E0,9.905312560E0
5.680837554E1,-6.515950012E-1,9.250762939E-1,9.809101868E0,9.874149161E0
5.681837454E1,-6.351292419E-1,9.461824036E-1,9.793833618E0,9.859910103E0
5.682837454E1,-6.357279968E-1,9.563612366E-1,9.771829376E0,9.839076494E0
5.683837454E1,-6.354286194E-1,9.342073059E-1,9.795480194E0,9.860423168E0
5.684837354E1,-6.146218872E-1,8.990304565E-1,9.899064789E0,9.958790063E0
5.685837354E1,-5.909710693E-1,8.875044250E-1,9.923014984E0,9.980137138E0
5.686837354E1,-5.846841431E-1,8.487350464E-1,9.960886230E0,1.001406317E1
5.687837254E1,-6.415658569E-1,8.901988220E-1,9.990225220E0,1.005030649E1
5.688837254E1,-6.927593994E-1,8.945397949E-1,9.968071289E0,1.003207667E1
5.689837154E1,-7.021897888E-1,9.160949707E-1,9.916428680E0,9.983379101E0
5.690837154E1,-6.979985046E-1,9.527687073E-1,9.867480469E0,9.937914315E0
5.691837154E1,-6.819818115E-1,9.190887451E-1,9.890532532E0,9.956528365E0
5.692837054E1,-6.580316162E-1,9.102571106E-1,9.929152222E0,9.992479045E0
5.693837054E1,-5.848338318E-1,9.162446594E-1,9.881700897E0,9.941305121E0
5.694836954E1,-5.258564758E-1,8.943901062E-1,9.911339264E0,9.965495708E0
5.695836954E1,-5.499563599E-1,8.922944641E-1,9.919272766E0,9.974498164E0
5.696836954E1,-5.688171387E-1,8.553213501E-1,9.938582611E0,9.991524001E0
5.697836854E1,-5.584886169E-1,8.258326721E-1,9.974358215E0,1.002405761E1
5.698836854E1,-5.233117676E-1,8.167016602E-1,9.985135803E0,1.003213805E1
5.699836754E1,-4.808001709E-1,8.463400269E-1,9.875413971E0,9.923268682E0
5.700836754E1,-4.537065125E-1,8.455915833E-1,9.831854553E0,9.878574729E0
5.701836754E1,-4.839436340E-1,8.409512329E-1,9.820627899E0,9.868441252E0
5.702836654E1,-5.547463989E-1,8.337661743E-1,9.867330780E0,9.918020282E0
5.703836654E1,-5.623805237E-1,8.530760193E-1,9.860445099E0,9.913243067E0
5.704836554E1,-4.914280701E-1,8.614585876E-1,9.736353149E0,9.786735160E0
5.705836554E1,-4.328997803E-1,8.804690552E-1,9.638606415E0,9.688413781E0
5.706836554E1,-4.330494690E-1,8.625064087E-1,9.642198944E0,9.690379230E0
5.707836454E1,-4.906796265E-1,8.601113892E-1,9.656119995E0,9.706761121E0
5.708836454E1,-5.087919617E-1,8.720864868E-1,9.715247040E0,9.767570278E0
5.709836354E1,-5.134323120E-1,8.586145020E-1,9.695188751E0,9.746666944E0
5.710836354E1,-4.903802490E-1,8.526269531E-1,9.630672913E0,9.680769921E0
5.711836354E1,-4.941224670E-1,8.845106506E-1,9.622739410E0,9.675930439E0
5.712836254E1,-5.360353088E-1,8.797206116E-1,9.637109528E0,9.692013323E0
5.713836254E1,-5.837860107E-1,8.904981995E-1,9.649234314E0,9.707806961E0
5.714836154E1,-5.668711853E-1,9.050180054E-1,9.646090851E0,9.705022887E0
5.715836154E1,-4.686753845E-1,8.689430237E-1,9.670190735E0,9.720458191E0
5.716836154E1,-4.311035156E-1,9.032217407E-1,9.668244781E0,9.719908277E0
5.717836054E1,-4.116439819E-1,8.746311951E-1,9.732910309E0,9.780796163E0
5.718836054E1,-4.487667847E-1,8.274792480E-1,9.801318054E0,9.846418086E0
5.719835954E1,-5.056484985E-1,8.370593262E-1,9.859696655E0,9.908075840E0
5.720835954E1,-5.721102905E-1,8.280780029E-1,9.901010742E0,9.952036831E0
5.721835954E1,-6.033952332E-1,8.192463684E-1,9.889335022E0,9.941538995E0
5.722835854E1,-6.144721985E-1,8.461903381E-1,9.903106384E0,9.958169020E0
5.723835854E1,-6.358776855E-1,8.508306885E-1,9.954898682E0,1.001140655E1
5.724835754E1,-6.087840271E-1,7.479945374E-1,9.902657318E0,9.949509324E0
5.725835754E1,-6.024971008E-1,6.806346130E-1,1.000504440E1,1.004625202E1
5.726835754E1,-5.944139099E-1,7.322772217E-1,1.014904495E1,1.019277544E1
5.727835654E1,-5.230123901E-1,6.457571411E-1,1.014275803E1,1.017674234E1
5.728835654E1,-5.022056580E-1,7.125183105E-1,1.010593460E1,1.014346129E1
5.729835554E1,-5.300477600E-1,7.297325134E-1,1.009590546E1,1.013611203E1
5.730835554E1,-6.105802917E-1,7.222480774E-1,1.010638367E1,1.015053897E1
5.731835554E1,-6.514453125E-1,7.464976501E-1,1.000728973E1,1.005621636E1
5.732835454E1,-6.744973755E-1,7.979905701E-1,9.965376892E0,1.002000361E1
5.733835454E1,-6.994953918E-1,8.030799866E-1,9.957443390E0,1.001423537E1
5.734835354E1,-7.337741089E-1,7.773335266E-1,9.936337280E0,9.993671518E0
5.735835354E1,-7.691006470E-1,7.777825928E-1,9.915380859E0,9.975532024E0
5.736835354E1,-7.851173401E-1,7.702981567E-1,9.898765411E0,9.959684993E0
5.737835254E1,-8.084687805E-1,7.470964050E-1,9.836045837E0,9.897452830E0
5.738835254E1,-8.199948120E-1,7.518864441E-1,9.801467743E0,9.864405437E0
5.739835154E1,-8.416996765E-1,7.818241882E-1,9.790540466E0,9.857707139E0
5.740835154E1,-8.687933350E-1,8.418493652E-1,9.716893616E0,9.791911650E0
5.741835154E1,-9.047186279E-1,9.042695618E-1,9.670041046E0,9.754276655E0
5.742835054E1,-9.770182800E-1,9.383985901E-1,9.737400970E0,9.831181734E0
5.743835054E1,-1.015937347E0,9.093589783E-1,9.719737701E0,9.814905167E0
5.744834954E1,-1.056802368E0,9.120533752E-1,9.711205444E0,9.811023585E0
5.745834954E1,-1.106798401E0,8.891510010E-1,9.729467468E0,9.832503721E0
5.746834954E1,-1.141975250E0,8.273295593E-1,9.695937195E0,9.797947732E0
5.747834854E1,-1.186432800E0,7.574249268E-1,9.737700348E0,9.838908648E0
5.748834854E1,-1.180145874E0,6.559359741E-1,9.867181091E0,9.959129429E0
5.749834754E1,-1.134640503E0,6.996450806E-1,9.923613739E0,1.001274298E1
5.750834754E1,-9.795629883E-1,3.125500488E-1,9.638606415E0,9.693294837E0
5.751834754E1,-1.018631744E0,4.586462402E-1,9.838889923E0,9.902106944E0
5.752834654E1,-1.075064392E0,5.504054260E-1,9.851014709E0,9.924777095E0
5.753834654E1,-1.112636261E0,4.393363953E-1,9.751172333E0,9.824272888E0
5.754834654E1,-1.179846497E0,5.953120422E-1,9.759704590E0,9.848769866E0
5.755834554E1,-1.173709259E0,6.512956238E-1,9.733509064E0,9.825628637E0
5.756834554E1,-1.179547119E0,6.976991272E-1,9.733958130E0,9.829957088E0
5.757834454E1,-1.170416107E0,7.497908020E-1,9.787846069E0,9.886050313E0
5.758834454E1,-1.130299530E0,7.945477295E-1,9.762997742E0,9.860274237E0
5.759834454E1,-1.068927155E0,8.228388977E-1,9.770931244E0,9.863608188E0
5.760834354E1,-1.082997894E0,8.824150085E-1,9.762848053E0,9.862288923E0
5.761834354E1,-1.097068634E0,8.792715454E-1,9.741442566E0,9.842376812E0
5.762834254E1,-1.148561554E0,9.132508850E-1,9.721533966E0,9.831655175E0
5.763834254E1,-1.202748871E0,9.430389404E-1,9.753417664E0,9.872440600E0
5.764834254E1,-1.228495331E0,9.330097961E-1,9.695787506E0,9.817739221E0
5.765834154E1,-1.239572296E0,9.517208862E-1,9.614356842E0,9.740542573E0
5.766834154E1,-1.277293854E0,9.897418213E-1,9.621541901E0,9.756287050E0
5.767834054E1,-1.340761871E0,9.539662170E-1,9.549242249E0,9.689980467E0
5.768834054E1,-1.434017944E0,9.217831421E-1,9.504335632E0,9.656007842E0
5.769834054E1,-1.474733276E0,8.791218567E-1,9.504335632E0,9.658161796E0
5.770833954E1,-1.495689697E0,8.105644226E-1,9.513316956E0,9.664227949E0
5.771833954E1,-1.531914368E0,7.485932922E-1,9.551038513E0,9.702035365E0
5.772833854E1,-1.508862305E0,6.773414612E-1,9.598040771E0,9.739499143E0
5.773833854E1,-1.471140747E0,6.494993591E-1,9.572893066E0,9.707027669E0
5.774833854E1,-1.458866272E0,6.439608765E-1,9.551038513E0,9.683249098E0
5.775833754E1,-1.477577362E0,6.171665955E-1,9.554930420E0,9.688179643E0
5.776833754E1,-1.521885223E0,6.177653503E-1,9.511520691E0,9.652294780E0
5.777833654E1,-1.514251099E0,6.137237549E-1,9.510323181E0,9.649655965E0
5.778833654E1,-1.524878998E0,6.267466736E-1,9.518556061E0,9.660278300E0
5.779833313E1,-1.563798065E0,6.460565186E-1,9.562564545E0,9.711101590E0
5.780833213E1,-1.544188843E0,6.361770630E-1,9.643695831E0,9.787242192E0
5.781833213E1,-1.485211487E0,6.114784241E-1,9.658664703E0,9.791300367E0
5.782833213E1,-1.416654053E0,6.387217712E-1,9.667945404E0,9.792039754E0
5.783833113E1,-1.387614441E0,6.767427063E-1,9.738748169E0,9.860358534E0
5.784833112E1,-1.360071716E0,6.659651184E-1,9.757758636E0,9.874571293E0
5.785833012E1,-1.362466736E0,7.137158203E-1,9.807604980E0,9.927478095E0
5.786833012E1,-1.376387787E0,7.512876892E-1,9.842183075E0,9.966315478E0
5.787833013E1,-1.394949188E0,8.093669128E-1,9.890831909E0,1.002145268E1
5.788832913E1,-1.399739227E0,8.756790161E-1,9.929301910E0,1.006564057E1
5.789832913E1,-1.369502106E0,8.990304565E-1,9.925110626E0,1.005940419E1
5.790832813E1,-1.338366852E0,9.596543884E-1,9.948312378E0,1.008370376E1
5.791832813E1,-1.334325256E0,1.043929138E0,9.926158447E0,1.006969878E1
5.792832813E1,-1.355281677E0,1.076261902E0,9.959838409E0,1.010908053E1
5.793832713E1,-1.395697632E0,1.122665405E0,9.963730316E0,1.012345155E1
5.794832712E1,-1.416504364E0,1.121617584E0,9.959539032E0,1.012210098E1
5.795832612E1,-1.444645844E0,1.140478363E0,9.958790588E0,1.012744798E1
5.796832613E1,-1.465901642E0,1.148561554E0,9.962233429E0,1.013479927E1
5.797832613E1,-1.474284210E0,1.143172760E0,9.940977631E0,1.011451403E1
5.798832513E1,-1.478325806E0,1.174457703E0,9.909542999E0,1.008780653E1
5.799832513E1,-1.463356934E0,1.175954590E0,9.900411987E0,1.007682689E1
5.800832413E1,-1.457668762E0,1.186133423E0,9.915380859E0,1.009190212E1
5.801832413E1,-1.456770630E0,1.198407898E0,9.946067047E0,1.012336959E1
5.802832412E1,-1.471140747E0,1.187181244E0,9.980046387E0,1.015750857E1
5.803832312E1,-1.489402771E0,1.191073151E0,9.998308411E0,1.017856311E1
5.804832312E1,-1.456022186E0,1.141226807E0,1.000354752E1,1.017316874E1
5.805832313E1,-1.440155182E0,1.137783966E0,9.988129578E0,1.015535976E1
5.806832213E1,-1.399888916E0,1.112935638E0,1.002899460E1,1.018720017E1
5.807832213E1,-1.417552185E0,1.044378204E0,1.012120285E1,1.027321406E1
5.808832113E1,-1.349593506E0,9.627978516E-1,1.012823822E1,1.026302060E1
5.809832113E1,-1.287622375E0,9.762698364E-1,1.005010071E1,1.017917474E1
5.810832113E1,-1.212029572E0,9.174421692E-1,1.000594254E1,1.012075105E1
5.811832013E1,-1.179098053E0,9.234297180E-1,9.984387360E0,1.009608764E1
5.812832012E1,-1.165326691E0,9.975256348E-1,9.905950470E0,1.002401608E1
5.813831912E1,-1.110540619E0,1.027912445E0,9.820178833E0,9.936086592E0
5.814831913E1,-1.087937622E0,1.103056183E0,9.704020386E0,9.826919805E0
5.815831913E1,-1.099164276E0,1.176104279E0,9.608968048E0,9.742876902E0
5.816831813E1,-1.101110229E0,1.192420349E0,9.501641235E0,9.639268447E0
5.817831813E1,-1.095272369E0,1.220561829E0,9.418264618E0,9.559973910E0
5.818831813E1,-1.070424042E0,1.229243774E0,9.351653137E0,9.492642640E0
5.819831713E1,-1.059796143E0,1.245110779E0,9.260492706E0,9.403732976E0
5.820831712E1,-1.093925171E0,1.280287628E0,9.186097412E0,9.339175250E0
5.821831612E1,-1.091530151E0,1.292262726E0,9.166637878E0,9.321407137E0
5.822831612E1,-1.108295288E0,1.301094360E0,9.161099396E0,9.319168800E0
5.823831613E1,-1.105900269E0,1.319955139E0,9.131311340E0,9.292262575E0
5.824831513E1,-1.075663147E0,1.320703583E0,9.069938965E0,9.228494026E0
5.825831513E1,-1.030606842E0,1.330433350E0,9.060358887E0,9.215329973E0
5.826831413E1,-1.023870850E0,1.330433350E0,9.038055267E0,9.192649641E0
5.827831413E1,-1.068029022E0,1.348096619E0,9.085057526E0,9.246422050E0
5.828831413E1,-1.125210114E0,1.378932495E0,9.122629395E0,9.294617781E0
5.829831313E1,-1.184037781E0,1.381327515E0,9.169631653E0,9.348377176E0
5.830831312E1,-1.237776031E0,1.385518799E0,9.226962433E0,9.412151060E0
5.831831212E1,-1.258283386E0,1.400637360E0,9.311686249E0,9.500134888E0
5.832831212E1,-1.279239807E0,1.350341949E0,9.399703217E0,9.581977793E0
5.833831213E1,-1.278191986E0,1.273102570E0,9.472002869E0,9.642271685E0
5.834831113E1,-1.294657745E0,1.243763580E0,9.565708008E0,9.732720905E0
5.835831113E1,-1.332678680E0,1.202748871E0,9.639654236E0,9.805384801E0
5.836831113E1,-1.392254791E0,1.172362061E0,9.741741943E0,9.910314944E0
5.837831013E1,-1.460213470E0,1.138682098E0,9.848470001E0,1.002103696E1
5.838831013E1,-1.503772888E0,1.083596649E0,9.950857086E0,1.012200925E1
5.839830913E1,-1.521136780E0,1.035396881E0,1.003483246E1,1.020214518E1
5.840830912E1,-1.508862305E0,9.861492920E-1,1.009425888E1,1.025393672E1
5.841830913E1,-1.465452576E0,9.581575012E-1,1.010368927E1,1.025427491E1
5.842830813E1,-1.501527557E0,9.865983582E-1,1.007060806E1,1.022961916E1
5.843830813E1,-1.523831177E0,9.360035706E-1,1.019574783E1,1.035139788E1
5.844830813E1,-1.581910400E0,9.360035706E-1,1.017868332E1,1.034331365E1
5.845830713E1,-1.678609314E0,9.575587463E-1,1.014021332E1,1.032272126E1
5.846830713E1,-1.767225037E0,9.828561401E-1,1.014171021E1,1.034134307E1
5.847830613E1,-1.840572510E0,1.043480072E0,1.010713211E1,1.032621312E1
5.848830612E1,-1.872755585E0,1.087338867E0,1.003543121E1,1.026642094E1
5.849830612E1,-1.894909515E0,1.171014862E0,9.929002533E0,1.017580705E1
5.850830512E1,-1.895208893E0,1.226848755E0,9.843380585E0,1.009896608E1
5.851830513E1,-1.889670410E0,1.244811401E0,9.789941711E0,1.004805297E1
5.852830413E1,-1.911075897E0,1.242566071E0,9.740993500E0,1.000415593E1
5.853830413E1,-1.946252747E0,1.204694824E0,9.726324005E0,9.992025221E0
5.854830413E1,-1.959874420E0,1.127455444E0,9.723180542E0,9.982610048E0
5.855830313E1,-1.954635315E0,1.038690033E0,9.690997467E0,9.940568802E0
5.856830313E1,-1.906734924E0,9.657916260E-1,9.684860229E0,9.917908509E0
5.857830312E1,-1.828298035E0,9.255253601E-1,9.623487854E0,9.839247399E0
5.858830212E1,-1.753004608E0,8.864566040E-1,9.589807892E0,9.788934869E0
5.859830212E1,-1.706601105E0,8.496331787E-1,9.557026062E0,9.745312259E0
5.860830113E1,-1.690883789E0,8.619076538E-1,9.524842987E0,9.712085601E0
5.861830113E1,-1.728156281E0,9.015751648E-1,9.465416565E0,9.664029835E0
5.862830113E1,-1.758992157E0,8.592132568E-1,9.494156799E0,9.693880243E0
5.863830013E1,-1.789079590E0,8.415499878E-1,9.526788940E0,9.729785181E0
5.864830013E1,-1.766476593E0,8.394543457E-1,9.470356293E0,9.670200177E0
5.865830013E1,-1.675765228E0,8.220904541E-1,9.443112946E0,9.625819649E0
5.866829912E1,-1.583856354E0,7.994874573E-1,9.445208588E0,9.610397828E0
5.867829912E1,-1.514550476E0,7.806266785E-1,9.480086060E0,9.631992154E0
5.868829812E1,-1.478924561E0,7.667056274E-1,9.532477112E0,9.676940387E0
5.869829813E1,-1.456620941E0,7.861651611E-1,9.450597382E0,9.594456269E0
5.870829813E1,-1.461710358E0,7.912545776E-1,9.450298004E0,9.595353737E0
5.871829713E1,-1.522633667E0,8.096662903E-1,9.418713684E0,9.575287998E0
5.872829713E1,-1.576970673E0,8.069718933E-1,9.373358002E0,9.539280915E0
5.873829713E1,-1.568438416E0,7.854167175E-1,9.386979675E0,9.549464169E0
5.874829613E1,-1.539847870E0,7.816744995E-1,9.377998352E0,9.535669855E0
5.875829612E1,-1.488205261E0,7.532336426E-1,9.411678314E0,9.558336911E0
5.876829512E1,-1.437011719E0,7.809260559E-1,9.408834229E0,9.549921975E0
5.877829512E1,-1.416953430E0,7.617658997E-1,9.380842438E0,9.517785937E0
5.878829513E1,-1.452729034E0,7.056326294E-1,9.430988159E0,9.568274490E0
5.879829338E1,-1.470392303E0,6.730004883E-1,9.557026062E0,9.692870077E0
5.880829338E1,-1.503922577E0,6.786886597E-1,9.661808167E0,9.801680390E0
5.881829338E1,-1.475631409E0,6.809339905E-1,9.702972565E0,9.838131720E0
5.882829238E1,-1.411864014E0,6.569837952E-1,9.776170349E0,9.899418892E0
5.883829238E1,-1.394500122E0,6.634204102E-1,9.828112335E0,9.948695859E0
5.884829138E1,-1.401236115E0,6.553372192E-1,9.836045837E0,9.956943669E0
5.885829137E1,-1.431173859E0,7.153623962E-1,9.887089691E0,1.001571488E1
5.886829137E1,-1.484762421E0,7.349716187E-1,9.952653351E0,1.008959917E1
5.887829037E1,-1.477277985E0,6.569837952E-1,9.985734558E0,1.011577346E1
5.888829038E1,-1.514550476E0,7.158114624E-1,9.993518372E0,1.013294916E1
5.889829038E1,-1.517693939E0,7.006929016E-1,9.990374908E0,1.012926237E1
5.890828938E1,-1.552571411E0,6.839277649E-1,9.944121094E0,1.008780350E1
5.891828938E1,-1.599723358E0,6.767427063E-1,9.894574127E0,1.004587939E1
5.892828838E1,-1.618284760E0,6.382727051E-1,9.849068756E0,1.000151953E1
5.893828838E1,-1.632505188E0,5.607339478E-1,9.877060547E0,1.002675525E1
5.894828837E1,-1.616488495E0,5.062472534E-1,9.862690430E0,1.000709667E1
5.895828737E1,-1.575024719E0,4.430786133E-1,9.814191284E0,9.949641807E0
5.896828737E1,-1.543290710E0,4.122427368E-1,9.764794006E0,9.894589040E0
5.897828738E1,-1.531764679E0,3.944297791E-1,9.699978790E0,9.828095767E0
5.898828638E1,-1.559756470E0,4.191284180E-1,9.653575287E0,9.787748704E0
5.899828638E1,-1.584455109E0,3.938310242E-1,9.598340149E0,9.736207397E0
5.900828638E1,-1.629661102E0,3.981719971E-1,9.540410614E0,9.686783312E0
5.901828538E1,-1.641336823E0,3.809577942E-1,9.524693298E0,9.672584858E0
5.902828538E1,-1.622925110E0,3.427871704E-1,9.501341858E0,9.645044637E0
5.903828438E1,-1.578766937E0,3.284170532E-1,9.468560028E0,9.604894159E0
5.904828437E1,-1.496288452E0,3.085084534E-1,9.466015320E0,9.588508885E0
5.905828438E1,-1.460363159E0,3.153941345E-1,9.449699249E0,9.567076352E0
5.906828338E1,-1.451082458E0,3.429368591E-1,9.426198120E0,9.543398608E0
5.907828338E1,-1.475332031E0,3.372486877E-1,9.472451935E0,9.592584998E0
5.908828338E1,-1.538949738E0,3.574566650E-1,9.466015320E0,9.596957205E0
5.909828238E1,-1.596729584E0,4.046086121E-1,9.440418549E0,9.583045229E0
5.910828238E1,-1.635049896E0,4.486170959E-1,9.392218781E0,9.544025308E0
5.911828138E1,-1.649569702E0,5.028044128E-1,9.348060608E0,9.505794528E0
5.912828137E1,-1.644480286E0,5.625302124E-1,9.303453369E0,9.464407020E0
5.913828137E1,-1.632205811E0,6.081852722E-1,9.340276794E0,9.501302844E0
5.914828037E1,-1.601369934E0,6.285429382E-1,9.424401855E0,9.580125376E0
5.915828038E1,-1.562899933E0,6.497987366E-1,9.458530884E0,9.608782497E0
5.916828038E1,-1.550924835E0,6.776408386E-1,9.518855438E0,9.668152554E0
5.917827938E1,-1.586101685E0,7.008425903E-1,9.567653961E0,9.723523086E0
5.918827938E1,-1.627565460E0,6.985972595E-1,9.664951630E0,9.825899321E0
5.919827938E1,-1.655557251E0,7.289840698E-1,9.759854279E0,9.926078940E0
5.920827838E1,-1.649420013E0,7.306306458E-1,9.860145721E0,1.002381570E1
5.921827837E1,-1.627415771E0,7.438032532E-1,9.893376617E0,1.005388613E1
5.922827737E1,-1.559457092E0,7.698490906E-1,9.994566193E0,1.014474876E1
5.923827737E1,-1.547332306E0,7.725434875E-1,9.974208527E0,1.012303791E1
5.924827738E1,-1.541793823E0,7.770341492E-1,9.921667786E0,1.007076968E1
5.925827638E1,-1.572180634E0,8.072712708E-1,9.915380859E0,1.007165411E1
5.926827638E1,-1.620829468E0,8.005352783E-1,9.958491211E0,1.012123965E1
5.927827638E1,-1.616039429E0,7.985893250E-1,9.998158722E0,1.015935560E1
5.928827538E1,-1.517544250E0,7.629634094E-1,1.010144394E1,1.024325258E1
5.929827538E1,-1.407073975E0,8.090675354E-1,1.011641281E1,1.024579209E1
5.930827537E1,-1.266965332E0,7.984396362E-1,1.008063721E1,1.019126849E1
5.931827437E1,-1.191372528E0,7.836204529E-1,1.000953506E1,1.011059947E1
5.932827438E1,-1.255888367E0,7.683522034E-1,9.986782379E0,1.009472352E1
5.933827338E1,-1.231189728E0,7.914042664E-1,1.006207581E1,1.016796530E1
5.934827338E1,-1.246158600E0,8.328680420E-1,9.861343231E0,9.974601283E0
5.935827338E1,-1.263223114E0,8.310717773E-1,9.794432373E0,9.910465097E0
5.936827238E1,-1.322200470E0,8.957373047E-1,9.777966614E0,9.907532009E0
5.937827238E1,-1.361119537E0,9.060658264E-1,9.730215912E0,9.866646004E0
5.938827237E1,-1.381776581E0,9.292675781E-1,9.700128479E0,9.842018963E0
5.939827137E1,-1.370400238E0,9.427395630E-1,9.719588013E0,9.860889708E0
5.940827137E1,-1.325493622E0,9.276210022E-1,9.797575836E0,9.930252078E0
5.941827138E1,-1.234931946E0,8.897497559E-1,9.917476501E0,1.003359615E1
5.942827038E1,-1.132993927E0,8.803193665E-1,1.000354752E1,1.010591907E1
5.943827038E1,-1.062191162E0,8.786727905E-1,1.000025436E1,1.009482062E1
5.944827038E1,-1.071172485E0,9.328601074E-1,9.999954987E0,1.010033357E1
5.945826938E1,-1.127006378E0,9.144483948E-1,1.001941452E1,1.012398274E1
5.946826938E1,-1.234632568E0,9.126521301E-1,9.997260590E0,1.011446839E1
5.947826838E1,-1.314716034E0,9.336085510E-1,9.986632690E0,1.011597428E1
5.948826837E1,-1.337169342E0,9.066645813E-1,9.922416229E0,1.005307945E1
5.949826837E1,-1.300345917E0,8.991801453E-1,9.859097900E0,9.985050618E0
5.950826738E1,-1.258882141E0,8.896000671E-1,9.838740234E0,9.958764076E0
5.951826738E1,-1.200503540E0,8.759783936E-1,9.775122528E0,9.887444935E0
5.952826738E1,-1.169817352E0,9.092092896E-1,9.667496338E0,9.780369094E0
5.953826638E1,-1.220412140E0,8.746311951E-1,9.567504272E0,9.684602394E0
5.954826638E1,-1.337019653E0,8.583151245E-1,9.558822327E0,9.689964431E0
5.955826638E1,-1.423090668E0,8.449928284E-1,9.574240265E0,9.716237779E0
5.956826538E1,-1.439706116E0,8.054750061E-1,9.532028046E0,9.673732596E0
5.957826537E1,-1.390458527E0,8.300239563E-1,9.472751312E0,9.610168162E0
5.958826538E1,-1.342408447E0,8.771759033E-1,9.392218781E0,9.528130542E0
5.959826438E1,-1.297501831E0,8.738827515E-1,9.400900726E0,9.530168757E0
5.960826438E1,-1.329535217E0,9.226812744E-1,9.395212555E0,9.533573495E0
5.961826338E1,-1.382075958E0,9.894424438E-1,9.377848663E0,9.530644042E0
5.962826338E1,-1.441352692E0,1.042881317E0,9.346713409E0,9.514523140E0
5.963826338E1,-1.504371643E0,1.096769257E0,9.335486755E0,9.519314566E0
5.964826238E1,-1.542392578E0,1.110989685E0,9.310788116E0,9.502844221E0
5.965826237E1,-1.582808533E0,1.146914978E0,9.320966949E0,9.523713650E0
5.966826237E1,-1.624871063E0,1.193917236E0,9.356143799E0,9.570949332E0
5.967826137E1,-1.631756744E0,1.107696533E0,9.446256409E0,9.649942063E0
5.968826138E1,-1.647024994E0,1.010249176E0,9.570198669E0,9.763298485E0
5.969826138E1,-1.616787872E0,9.512718201E-1,9.633516998E0,9.814457237E0
5.970826038E1,-1.541644135E0,9.136999512E-1,9.614506531E0,9.780094584E0
5.971826038E1,-1.456770630E0,8.918453979E-1,9.617949371E0,9.768445065E0
5.972826038E1,-1.424737244E0,8.643026733E-1,9.697883148E0,9.840011833E0
5.973825938E1,-1.431173859E0,9.093589783E-1,9.720785522E0,9.867566242E0
5.974825937E1,-1.443747711E0,9.153465271E-1,9.762698364E0,9.911233327E0
5.975825937E1,-1.507814484E0,9.142987061E-1,9.782906342E0,9.940558492E0
5.976825837E1,-1.596430206E0,9.029223633E-1,9.774673462E0,9.945255124E0
5.977825838E1,-1.646575928E0,8.666976929E-1,9.761500854E0,9.937267034E0
5.978825738E1,-1.654808807E0,8.114625549E-1,9.720186768E0,9.893376292E0
5.979825825E1,-1.643582153E0,7.340734863E-1,9.715097351E0,9.880452556E0
5.980825825E1,-1.614093475E0,6.322851562E-1,9.790390778E0,9.942677398E0
5.981825725E1,-1.557062073E0,5.266049194E-1,9.886341248E0,1.002205060E1
5.982825725E1,-1.532363434E0,5.089416504E-1,9.884844360E0,1.001585280E1
5.983825725E1,-1.520687714E0,4.903802490E-1,9.840536499E0,9.969409336E0
5.984825625E1,-1.568438416E0,4.959187317E-1,9.803264008E0,9.940317885E0
5.985825625E1,-1.624871063E0,4.668791199E-1,9.797575836E0,9.942367643E0
5.986825625E1,-1.675465851E0,4.388873291E-1,9.754764862E0,9.907332911E0
5.987825525E1,-1.655557251E0,4.146377563E-1,9.719288635E0,9.867997054E0
5.988825525E1,-1.561253357E0,3.628454590E-1,9.715097351E0,9.846435163E0
5.989825525E1,-1.493743744E0,3.469784546E-1,9.741442566E0,9.861407997E0
5.990825425E1,-1.445993042E0,3.294648743E-1,9.801318054E0,9.912884473E0
5.991825425E1,-1.375190277E0,3.043171692E-1,9.862540741E0,9.962603430E0
5.992825425E1,-1.333726501E0,2.941383362E-1,9.924062805E0,1.001760282E1
5.993825325E1,-1.350491638E0,3.180885315E-1,9.938582611E0,1.003496050E1
5.994825325E1,-1.370400238E0,3.225791931E-1,1.002165985E1,1.012006523E1
5.995825325E1,-1.379082184E0,3.168910217E-1,1.007390121E1,1.017279575E1
5.996825225E1,-1.353934479E0,3.236270142E-1,1.010952713E1,1.020492096E1
5.997825225E1,-1.293909302E0,3.525169373E-1,1.011057495E1,1.019912718E1
5.998825225E1,-1.233285370E0,3.507206726E-1,1.013886612E1,1.021961858E1
