"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.676031679E1,6.095324707E-1,5.864804077E-1,1.008018814E1,1.011561575E1
1.677031679E1,6.089337158E-1,5.906716919E-1,1.005054977E1,1.008628991E1
1.678031579E1,6.542893982E-1,5.761518860E-1,1.004516098E1,1.008292144E1
1.679031579E1,6.851252747E-1,5.719606018E-1,1.006536896E1,1.010485961E1
1.680031479E1,6.924600220E-1,5.640270996E-1,1.007390121E1,1.011341254E1
1.681031379E1,7.041357422E-1,5.507048035E-1,1.009740234E1,1.013689385E1
1.682031379E1,6.923103333E-1,5.676196289E-1,1.013632141E1,1.017577994E1
1.683031279E1,6.544390869E-1,5.920188904E-1,1.014395554E1,1.018226943E1
1.684031279E1,6.255491638E-1,5.972579956E-1,1.012120285E1,1.015808919E1
1.685031179E1,5.989045715E-1,6.207591248E-1,1.009934830E1,1.013611684E1
1.686031179E1,5.767506409E-1,6.298901367E-1,1.009006760E1,1.012614769E1
1.687031079E1,5.604345703E-1,6.282435608E-1,1.005444168E1,1.008962707E1
1.688031079E1,5.456153870E-1,6.155200195E-1,1.004231689E1,1.007594609E1
1.689030979E1,5.435197449E-1,5.962101746E-1,1.003258713E1,1.006497316E1
1.690030979E1,5.565426636E-1,5.767506409E-1,1.006417145E1,1.009603526E1
1.691030879E1,5.742059326E-1,5.486091614E-1,1.008842102E1,1.011963058E1
1.692030779E1,6.056405640E-1,5.258564758E-1,1.010638367E1,1.013816139E1
1.693030779E1,6.077362061E-1,5.291496277E-1,1.005638763E1,1.008862106E1
1.694030679E1,5.794450378E-1,5.084925842E-1,9.985435181E0,1.001515037E1
1.695030679E1,5.369334412E-1,5.281018066E-1,9.935888214E0,9.964389778E0
1.696030579E1,4.911286926E-1,5.453160095E-1,9.872569885E0,9.899808740E0
1.697030579E1,4.520599365E-1,5.438191223E-1,9.802066498E0,9.827543185E0
1.698030479E1,4.694238281E-1,5.429209900E-1,9.738149414E0,9.764562250E0
1.699030479E1,5.010081482E-1,5.456153870E-1,9.675878906E0,9.704191771E0
1.700030379E1,5.415737915E-1,5.150788879E-1,9.690398712E0,9.719178753E0
1.701030379E1,5.655239868E-1,4.869374084E-1,9.722731476E0,9.751329795E0
1.702030279E1,5.918692017E-1,4.899311829E-1,9.685309296E0,9.715737639E0
1.703030179E1,5.851332092E-1,4.900808716E-1,9.692344666E0,9.722350809E0
1.704030179E1,5.619314575E-1,5.019062805E-1,9.722581787E0,9.751731820E0
1.705030079E1,5.243595886E-1,5.014572144E-1,9.738748169E0,9.765737464E0
1.706030079E1,5.126838684E-1,4.932243347E-1,9.767787781E0,9.793660864E0
1.707029979E1,4.999603271E-1,4.879852295E-1,9.788444824E0,9.813345097E0
1.708029979E1,5.179229736E-1,4.875361633E-1,9.773475952E0,9.799324870E0
1.709029879E1,5.415737915E-1,5.068460083E-1,9.744136963E0,9.772328290E0
1.710029879E1,5.562432861E-1,5.051994324E-1,9.713151398E0,9.742173430E0
1.711029779E1,5.528004456E-1,5.083428955E-1,9.700427856E0,9.729455351E0
1.712029779E1,5.447172546E-1,5.267546082E-1,9.693991241E0,9.723561770E0
1.713029679E1,5.324427795E-1,5.304968262E-1,9.710007935E0,9.739054178E0
1.714029679E1,5.355862427E-1,5.224136353E-1,9.717791748E0,9.746550420E0
1.715029579E1,5.417234802E-1,5.361849976E-1,9.713899841E0,9.743757428E0
1.716029479E1,5.469625854E-1,5.459147644E-1,9.697583771E0,9.728325755E0
1.717029479E1,5.556445312E-1,5.616320801E-1,9.702074432E0,9.734188191E0
1.718029379E1,5.611830139E-1,5.733078003E-1,9.716594238E0,9.749657009E0
1.719029379E1,5.667214966E-1,5.548960876E-1,9.721533966E0,9.753835429E0
1.720029279E1,5.908213806E-1,5.536985779E-1,9.766889648E0,9.800397207E0
1.721029279E1,5.996530151E-1,5.554948425E-1,9.777367859E0,9.811476979E0
1.722029179E1,6.245013428E-1,5.406756592E-1,9.774823151E0,9.809663589E0
1.723029179E1,6.408174133E-1,5.519023132E-1,9.759854279E0,9.796427852E0
1.724029079E1,5.992039490E-1,5.722599792E-1,9.752669220E0,9.787802806E0
1.725029079E1,5.327421570E-1,5.718109131E-1,9.779164124E0,9.810343158E0
1.726028979E1,4.890330505E-1,5.504054260E-1,9.790989532E0,9.818634095E0
1.727028879E1,4.764591980E-1,5.580395508E-1,9.785301361E0,9.812774543E0
1.728028879E1,4.704716492E-1,5.403762817E-1,9.765243073E0,9.791492346E0
1.729028779E1,4.990621948E-1,5.429209900E-1,9.745633850E0,9.773495046E0
1.730028779E1,5.354365540E-1,5.316943359E-1,9.701475677E0,9.730777024E0
1.731028679E1,5.646258545E-1,5.101391602E-1,9.661059723E0,9.690981338E0
1.732028679E1,5.777984619E-1,5.141807556E-1,9.643396454E0,9.674364479E0
1.733028579E1,5.709127808E-1,5.054988098E-1,9.651629333E0,9.681705389E0
1.734028579E1,5.813909912E-1,5.110372925E-1,9.636959839E0,9.667997183E0
1.735028479E1,6.114784241E-1,5.291496277E-1,9.626331940E0,9.660236633E0
1.736028479E1,6.438111877E-1,5.120851135E-1,9.678722992E0,9.713619447E0
1.737028379E1,6.249504089E-1,5.436694336E-1,9.719438324E0,9.754671742E0
1.738028279E1,5.935157776E-1,5.023553467E-1,9.777068481E0,9.807940149E0
1.739028279E1,5.472619629E-1,5.942642212E-1,9.875413971E0,9.908402834E0
1.740028179E1,5.502557373E-1,5.337899780E-1,9.837842102E0,9.867666915E0
1.741028179E1,5.827381897E-1,5.292993164E-1,9.881102142E0,9.912412477E0
1.742028079E1,5.786965942E-1,5.809419250E-1,9.864935760E0,9.898956552E0
1.743028079E1,5.718109131E-1,5.535488892E-1,9.877659302E0,9.909668883E0
1.744027979E1,5.730084229E-1,5.248086548E-1,9.891580353E0,9.922052442E0
1.745027979E1,6.291416931E-1,5.125341797E-1,9.969418488E0,1.000239049E1
1.746027879E1,6.581813049E-1,5.147795105E-1,9.986483002E0,1.002137931E1
1.747027879E1,6.367758179E-1,5.429209900E-1,1.000519409E1,1.004012726E1
1.748027779E1,6.086343384E-1,5.662724304E-1,9.992620239E0,1.002714114E1
1.749027779E1,5.625302124E-1,5.884263611E-1,9.953252106E0,9.986486534E0
1.750027679E1,5.156776428E-1,6.427633667E-1,9.949360199E0,9.983428096E0
1.751027579E1,4.903802490E-1,6.390211487E-1,9.963131561E0,9.995639616E0
1.752027579E1,4.806504822E-1,6.289920044E-1,9.901310120E0,9.932904807E0
1.753027479E1,4.731660461E-1,6.297404480E-1,9.856253815E0,9.887679121E0
1.754027479E1,4.694238281E-1,6.373745728E-1,9.804311829E0,9.836215507E0
1.755027379E1,4.779560852E-1,6.032455444E-1,9.786199493E0,9.816417255E0
1.756027379E1,4.668791199E-1,5.996530151E-1,9.773475952E0,9.802978733E0
1.757027279E1,4.575984192E-1,6.185137939E-1,9.767189026E0,9.797445437E0
1.758027279E1,4.730163574E-1,6.086343384E-1,9.737999725E0,9.768460415E0
1.759027179E1,4.490661621E-1,6.212081909E-1,9.752070465E0,9.782148966E0
1.760027179E1,4.306544495E-1,6.444099426E-1,9.787546692E0,9.818187087E0
1.761027079E1,4.239184570E-1,6.432124329E-1,9.839189301E0,9.869299630E0
1.762026979E1,4.492158508E-1,6.554869080E-1,9.879605255E0,9.911511386E0
1.763026979E1,4.508624268E-1,6.480024719E-1,9.920919342E0,9.952277364E0
1.764026879E1,4.393363953E-1,6.605763245E-1,9.954000549E0,9.985564805E0
1.765026879E1,4.102967834E-1,6.741979980E-1,1.001013382E1,1.004119841E1
1.766026779E1,4.189787292E-1,6.680607605E-1,1.004067032E1,1.007158919E1
1.767026779E1,4.240681458E-1,6.737489319E-1,1.010054581E1,1.013187036E1
1.768026679E1,4.168830872E-1,6.999444580E-1,1.007435028E1,1.010723737E1
1.769026679E1,4.249662781E-1,7.035369873E-1,1.008737320E1,1.012080326E1
1.770026579E1,4.270619202E-1,7.186555481E-1,1.007734406E1,1.011195881E1
1.771026579E1,4.046086121E-1,7.101232910E-1,1.005054977E1,1.008372620E1
1.772026479E1,3.811074829E-1,7.035369873E-1,1.001896545E1,1.005086444E1
1.773026379E1,3.737727356E-1,7.165599060E-1,1.000699036E1,1.003957271E1
1.774026379E1,3.945794678E-1,6.735992432E-1,9.966873779E0,9.997399753E0
1.775026279E1,4.320016479E-1,6.489006042E-1,9.922565918E0,9.953140801E0
1.776026300E1,4.640350342E-1,6.494993591E-1,9.906848602E0,9.938955034E0
1.777026200E1,4.930746460E-1,6.322851562E-1,9.963131561E0,9.995343798E0
1.778026200E1,5.086422729E-1,6.406677246E-1,9.934091949E0,9.967715634E0
1.779026100E1,4.999603271E-1,6.679110718E-1,9.879605255E0,9.914770069E0
1.780026100E1,4.825964355E-1,6.635700989E-1,9.892628174E0,9.926596435E0
1.781026000E1,4.502636719E-1,7.084767151E-1,9.907297668E0,9.942797580E0
1.782026000E1,4.237687683E-1,7.110214233E-1,9.888586578E0,9.923168645E0
1.783025900E1,4.168830872E-1,7.189549255E-1,9.862540741E0,9.897494509E0
1.784025900E1,4.164340210E-1,7.441026306E-1,9.860145721E0,9.896947998E0
1.785025800E1,4.177812195E-1,7.511380005E-1,9.876761169E0,9.914088997E0
1.786025700E1,4.067042542E-1,7.387138367E-1,9.888137512E0,9.924029925E0
1.787025700E1,3.987707520E-1,7.423063660E-1,9.880653076E0,9.916518646E0
1.788025600E1,4.079017639E-1,7.390132141E-1,9.883347473E0,9.919328690E0
1.789025600E1,3.924838257E-1,7.421566772E-1,9.900262299E0,9.935795573E0
1.790025500E1,3.664379883E-1,7.602690125E-1,9.892179108E0,9.928116300E0
1.791025500E1,3.722758484E-1,7.625143433E-1,9.849667511E0,9.886150288E0
1.792025400E1,3.972738647E-1,7.719447327E-1,9.829459534E0,9.867725164E0
1.793025400E1,3.995191956E-1,7.914042664E-1,9.799970856E0,9.839988063E0
1.794025300E1,3.839515686E-1,7.750881958E-1,9.745334473E0,9.783645767E0
1.795025300E1,3.522175598E-1,7.782316589E-1,9.729617157E0,9.767044166E0
1.796025200E1,3.249742126E-1,7.887098694E-1,9.727970581E0,9.765299950E0
1.797025100E1,3.152444458E-1,7.646099854E-1,9.702972565E0,9.738156092E0
1.798025100E1,3.248245239E-1,7.580236816E-1,9.690698090E0,9.725725697E0
1.799025000E1,3.532653809E-1,7.408094788E-1,9.666747894E0,9.701526167E0
1.800025000E1,3.710783386E-1,7.258406067E-1,9.665251007E0,9.699568070E0
1.801024900E1,3.577560425E-1,7.294331360E-1,9.680519257E0,9.714551722E0
1.802024900E1,3.456312561E-1,7.195536804E-1,9.665101318E0,9.698010206E0
1.803024800E1,3.399430847E-1,7.304809570E-1,9.629026337E0,9.662676230E0
1.804024800E1,3.227288818E-1,7.315287781E-1,9.580078125E0,9.613385729E0
1.805024700E1,2.927911377E-1,7.258406067E-1,9.561067657E0,9.593048837E0
1.806024700E1,2.716850281E-1,7.394622803E-1,9.533824310E0,9.566317118E0
1.807024600E1,2.957849121E-1,7.379653931E-1,9.508975983E0,9.542154153E0
1.808024600E1,3.171903992E-1,7.453001404E-1,9.482780457E0,9.517310925E0
1.809024500E1,3.291654968E-1,7.771838379E-1,9.494007111E0,9.531449819E0
1.810024400E1,3.475772095E-1,7.765850830E-1,9.499545593E0,9.537571011E0
1.811024400E1,3.719764709E-1,7.881111145E-1,9.498647461E0,9.538542300E0
1.812024300E1,3.713777161E-1,7.949967957E-1,9.565109253E0,9.605272320E0
1.813024300E1,3.429368591E-1,7.854167175E-1,9.591454468E0,9.629666864E0
1.814024200E1,3.170407104E-1,7.800279236E-1,9.615704041E0,9.652498255E0
1.815024200E1,2.903961182E-1,7.861651611E-1,9.667496338E0,9.703755511E0
1.816024100E1,2.561174011E-1,7.809260559E-1,9.670190735E0,9.705051802E0
1.817024100E1,2.447410583E-1,7.735913086E-1,9.645941162E0,9.680006333E0
1.818024000E1,2.426454163E-1,7.482939148E-1,9.633067932E0,9.665134162E0
1.819024000E1,2.507286072E-1,7.295828247E-1,9.630373535E0,9.661224061E0
1.820023900E1,2.996768188E-1,7.045848083E-1,9.616602173E0,9.647034949E0
1.821023900E1,3.299139404E-1,6.800358582E-1,9.618997192E0,9.648647520E0
1.822023800E1,3.478765869E-1,6.768923950E-1,9.593400421E0,9.623540569E0
1.823023700E1,3.622467041E-1,6.721023560E-1,9.553882599E0,9.584342281E0
1.824023700E1,3.415896606E-1,6.526428223E-1,9.552086334E0,9.580447771E0
1.825023600E1,2.977308655E-1,6.544390869E-1,9.548493805E0,9.575524431E0
1.826023600E1,2.561174011E-1,6.447093201E-1,9.571096802E0,9.596204469E0
1.827023500E1,2.639012146E-1,6.632707214E-1,9.620344391E0,9.646792114E0
1.828023500E1,2.680924988E-1,6.863227844E-1,9.641899567E0,9.670012399E0
1.829023400E1,3.082090759E-1,6.917115784E-1,9.654623108E0,9.684276178E0
1.830023400E1,3.396437073E-1,6.899153137E-1,9.683213654E0,9.713699998E0
1.831023300E1,3.094065857E-1,7.197033691E-1,9.739646301E0,9.771101036E0
1.832023300E1,2.508782959E-1,6.933581543E-1,9.825417938E0,9.853046387E0
1.833023200E1,2.154020691E-1,6.722520447E-1,9.918075256E0,9.943165374E0
1.834023100E1,2.201921082E-1,6.351292419E-1,1.005129822E1,1.007375151E1
1.835023100E1,2.603086853E-1,5.572911072E-1,1.016521133E1,1.018380359E1
1.836023000E1,3.269201660E-1,5.225633240E-1,1.023915756E1,1.025769452E1
1.837023000E1,3.841012573E-1,5.092410278E-1,1.030846344E1,1.032817887E1
1.838022900E1,4.349954224E-1,4.965174866E-1,1.037387741E1,1.039485850E1
1.839022900E1,4.204756165E-1,5.367837524E-1,1.036444702E1,1.038685220E1
1.840022800E1,3.803590393E-1,5.707630920E-1,1.043659698E1,1.045911087E1
1.841022800E1,3.573069763E-1,6.042933655E-1,1.048554520E1,1.050901978E1
1.842022700E1,3.424877930E-1,6.042933655E-1,1.045336212E1,1.047641389E1
1.843022700E1,3.115022278E-1,5.499563599E-1,1.038031403E1,1.039953869E1
1.844022600E1,3.109034729E-1,5.659730530E-1,1.033750305E1,1.035765204E1
1.845022500E1,3.085084534E-1,7.192543030E-1,1.040112076E1,1.043052334E1
1.846022500E1,3.110531616E-1,6.968009949E-1,1.026729904E1,1.029561632E1
1.847022400E1,1.971400452E-1,6.897656250E-1,1.046279251E1,1.048735753E1
1.848022400E1,2.167492676E-1,5.745053101E-1,1.053359528E1,1.055147696E1
1.849022300E1,3.805087280E-1,4.918771362E-1,1.050455566E1,1.052294729E1
1.850022300E1,4.327500916E-1,4.355941772E-1,1.039947418E1,1.041758505E1
1.851022200E1,4.429289246E-1,4.179309082E-1,1.033046768E1,1.034840156E1
1.852022200E1,3.787124634E-1,3.824546814E-1,1.025367737E1,1.026779403E1
1.853022100E1,4.388873291E-1,3.674858093E-1,1.026879593E1,1.028473810E1
1.854022100E1,4.514611816E-1,4.101470947E-1,1.016341507E1,1.018170142E1
1.855022000E1,4.610412598E-1,4.026626587E-1,1.020817200E1,1.022650829E1
1.856022000E1,4.920268250E-1,4.433779907E-1,1.012060410E1,1.014225328E1
1.857021900E1,5.129832458E-1,4.595443726E-1,1.005144791E1,1.007501553E1
1.858021800E1,5.146298218E-1,4.342469788E-1,9.991871796E0,1.001453525E1
1.859021800E1,4.772076416E-1,4.785548401E-1,9.859696655E0,9.882831578E0
1.860021700E1,4.336482239E-1,4.879852295E-1,9.754914551E0,9.776734540E0
1.861021700E1,4.002676392E-1,5.152285767E-1,9.733509064E0,9.755351012E0
1.862021600E1,3.990701294E-1,5.327421570E-1,9.669741669E0,9.692624779E0
1.863021600E1,4.044589233E-1,5.376818848E-1,9.583371277E0,9.606960698E0
1.864021500E1,4.293072510E-1,5.583389282E-1,9.552685089E0,9.578613652E0
1.865021500E1,4.300556946E-1,5.917195129E-1,9.482930145E0,9.511101094E0
1.866021400E1,3.899391174E-1,5.920188904E-1,9.427545319E0,9.454160440E0
1.867021400E1,3.519181824E-1,5.662724304E-1,9.394314423E0,9.417943212E0
1.868021300E1,3.938310242E-1,5.903723145E-1,9.367520142E0,9.394364052E0
1.869021300E1,3.972738647E-1,6.092330933E-1,9.280251617E0,9.308708910E0
1.870021200E1,3.956272888E-1,5.948629761E-1,9.278305664E0,9.305769120E0
1.871021100E1,4.140390015E-1,6.450086975E-1,9.284442902E0,9.316026219E0
1.872021100E1,3.710783386E-1,6.960525513E-1,9.310937805E0,9.344289759E0
1.873021000E1,2.715353394E-1,6.903643799E-1,9.319619751E0,9.349098712E0
1.874021000E1,2.390528870E-1,6.735992432E-1,9.410181427E0,9.437287572E0
1.875020900E1,3.095562744E-1,7.033872986E-1,9.410331116E0,9.441658249E0
1.876020938E1,3.219804382E-1,7.023394775E-1,9.316925354E0,9.348906364E0
1.877020838E1,3.670367432E-1,6.156697083E-1,9.386979675E0,9.414305741E0
1.878020838E1,4.296066284E-1,6.291416931E-1,9.345964966E0,9.376963382E0
1.879020738E1,5.385800171E-1,6.762936401E-1,9.336235199E0,9.376178817E0
1.880020738E1,5.673202515E-1,7.225474548E-1,9.374705200E0,9.419608521E0
1.881020638E1,5.541476440E-1,7.619155884E-1,9.414073334E0,9.461097807E0
1.882020538E1,4.778063965E-1,7.490423584E-1,9.484576721E0,9.526098834E0
1.883020538E1,3.920347595E-1,7.569758606E-1,9.434131622E0,9.472567929E0
1.884020438E1,3.570075989E-1,8.119116211E-1,9.390123138E0,9.431917486E0
1.885020437E1,2.878514099E-1,8.146060181E-1,9.482181702E0,9.521460561E0
1.886020337E1,2.032772827E-1,8.069718933E-1,9.523495789E0,9.559785423E0
1.887020338E1,2.266287231E-1,8.187973022E-1,9.621092834E0,9.658530785E0
1.888020238E1,2.501298523E-1,7.707472229E-1,9.687554626E0,9.721385234E0
1.889020238E1,3.583547974E-1,6.065386963E-1,9.737999725E0,9.763449493E0
1.890020138E1,4.589456177E-1,4.559518433E-1,9.722432098E0,9.743931910E0
1.891020138E1,5.405259705E-1,3.608995056E-1,9.686656494E0,9.708436064E0
1.892020038E1,6.138734436E-1,3.162922668E-1,9.724228363E0,9.748717796E0
1.893020038E1,6.503974915E-1,3.273692322E-1,9.683513031E0,9.710850227E0
1.894019938E1,6.319857788E-1,3.138972473E-1,9.760453033E0,9.785927699E0
1.895019838E1,6.123765564E-1,3.218307495E-1,9.948911133E0,9.972934012E0
1.896019837E1,6.795867920E-1,3.517684937E-1,1.002270767E1,1.005187785E1
1.897019737E1,7.816744995E-1,3.787124634E-1,9.980944519E0,1.001866716E1
1.898019737E1,7.752378845E-1,4.231700134E-1,9.890382843E0,9.929740149E0
1.899019638E1,7.494914246E-1,4.278103638E-1,9.918524323E0,9.955997380E0
1.900019638E1,6.890171814E-1,3.972738647E-1,9.990674286E0,1.002228237E1
1.901019538E1,6.289920044E-1,3.996688843E-1,1.004306534E1,1.007067662E1
1.902019538E1,6.620732117E-1,4.213737488E-1,1.004740631E1,1.007800925E1
1.903019438E1,7.747888184E-1,4.034111023E-1,1.002659958E1,1.006457835E1
1.904019438E1,8.134085083E-1,3.960763550E-1,1.010683273E1,1.014724484E1
1.905019338E1,7.545808411E-1,3.882925415E-1,1.003647903E1,1.007229243E1
1.906019337E1,7.012916565E-1,3.038681030E-1,1.011925690E1,1.014807893E1
1.907019237E1,6.966513062E-1,2.680924988E-1,1.030457153E1,1.033157254E1
1.908019137E1,6.589297485E-1,2.841091919E-1,1.027508286E1,1.030010845E1
1.909019137E1,6.313870239E-1,2.728825378E-1,1.034992722E1,1.037275797E1
1.910019038E1,6.408174133E-1,2.977308655E-1,1.031400192E1,1.033817809E1
1.911019038E1,6.056405640E-1,3.041674805E-1,1.029978149E1,1.032205489E1
1.912018938E1,5.974076843E-1,3.212319946E-1,1.030756531E1,1.032985907E1
1.913018938E1,6.086343384E-1,3.718267822E-1,1.027029282E1,1.029502819E1
1.914018838E1,5.526507568E-1,4.140390015E-1,1.025008484E1,1.027331934E1
1.915018838E1,5.206173706E-1,4.330494690E-1,1.031025970E1,1.033247451E1
1.916018738E1,6.015989685E-1,4.688250732E-1,1.021939865E1,1.024782060E1
1.917018737E1,7.673043823E-1,5.248086548E-1,1.025667114E1,1.029871269E1
1.918018637E1,8.623567200E-1,5.755531311E-1,1.013572266E1,1.018861101E1
1.919018637E1,9.608518982E-1,5.879772949E-1,1.009710297E1,1.015974616E1
1.920018537E1,1.001716919E0,5.903723145E-1,1.004725662E1,1.011431371E1
1.921018437E1,1.003363495E0,6.472540283E-1,1.000564316E1,1.007663491E1
1.922018438E1,9.541159058E-1,6.655160522E-1,9.954748993E0,1.002248853E1
1.923018338E1,9.416917419E-1,7.012916565E-1,1.001567230E1,1.008425927E1
1.924018338E1,8.659492493E-1,7.632627869E-1,9.847721558E0,9.915142866E0
1.925018238E1,8.414002991E-1,7.461982727E-1,9.903705139E0,9.967353802E0
1.926018238E1,8.298742676E-1,7.481442261E-1,9.867330780E0,9.930389106E0
1.927018138E1,8.512797546E-1,7.884104919E-1,9.901010742E0,9.968765322E0
1.928018138E1,8.738827515E-1,8.298742676E-1,9.872569885E0,9.945853332E0
1.929018037E1,8.666976929E-1,8.499325562E-1,9.889784088E0,9.964004193E0
1.930018037E1,8.393046570E-1,8.228388977E-1,9.893226929E0,9.962802579E0
1.931017937E1,8.199948120E-1,7.749385071E-1,9.875863037E0,9.940100196E0
1.932017837E1,7.743397522E-1,7.340734863E-1,9.891580353E0,9.948961142E0
1.933017838E1,7.421566772E-1,7.191046143E-1,9.898915100E0,9.952709588E0
1.934017738E1,7.307803345E-1,7.134164429E-1,9.876012726E0,9.928677167E0
1.935017738E1,7.491920471E-1,6.872209167E-1,9.812694397E0,9.865218327E0
1.936017638E1,7.686515808E-1,6.411167908E-1,9.753717041E0,9.804940189E0
1.937017638E1,7.225474548E-1,6.185137939E-1,9.834099884E0,9.879987584E0
1.938017538E1,6.277944946E-1,6.442602539E-1,9.814640350E0,9.855778123E0
1.939017538E1,5.168751526E-1,6.524931335E-1,9.771230621E0,9.806623021E0
1.940017437E1,4.650828552E-1,6.777905273E-1,9.789492645E0,9.823943623E0
1.941017437E1,4.206253052E-1,7.638615417E-1,9.686506805E0,9.725678598E0
1.942017337E1,4.252656555E-1,7.981402588E-1,9.684111786E0,9.726247983E0
1.943017338E1,4.474195862E-1,8.276289368E-1,9.654323730E0,9.700057765E0
1.944017238E1,4.224215698E-1,8.532257080E-1,9.603130188E0,9.650209505E0
1.945017138E1,4.688250732E-1,8.217910767E-1,9.602531433E0,9.649028316E0
1.946017138E1,5.541476440E-1,7.764353943E-1,9.539213104E0,9.586788731E0
1.947017038E1,6.077362061E-1,7.613168335E-1,9.513017578E0,9.562763725E0
1.948017038E1,6.273454285E-1,7.619155884E-1,9.551038513E0,9.601896392E0
1.949016938E1,6.174659729E-1,7.896080017E-1,9.575437775E0,9.627759532E0
1.950016938E1,6.048921204E-1,8.388555908E-1,9.475146332E0,9.531420208E0
1.951016838E1,6.179150391E-1,8.434959412E-1,9.491462402E0,9.548882811E0
1.952016837E1,6.032455444E-1,8.719367981E-1,9.430239716E0,9.489657531E0
1.953016737E1,5.725593567E-1,8.988807678E-1,9.382339325E0,9.442674518E0
1.954016738E1,5.700146484E-1,9.169931030E-1,9.358838196E0,9.420915318E0
1.955016638E1,5.825885010E-1,9.280700684E-1,9.307045898E0,9.371330043E0
1.956016638E1,6.002517700E-1,9.524693298E-1,9.325906677E0,9.393616735E0
1.957016538E1,6.445596313E-1,9.509724426E-1,9.371711426E0,9.441863203E0
1.958016538E1,7.472460938E-1,9.650431824E-1,9.270222473E0,9.350225119E0
1.959016438E1,8.045768738E-1,9.702822876E-1,9.280251617E0,9.365461107E0
1.960016338E1,8.170010376E-1,9.726773071E-1,9.251062317E0,9.337866235E0
1.961016338E1,7.930508423E-1,9.577084351E-1,9.315578156E0,9.398198309E0
1.962016238E1,7.755372620E-1,9.389973450E-1,9.364975433E0,9.443830734E0
1.963016237E1,7.699987793E-1,9.500743103E-1,9.420509949E0,9.499555095E0
1.964016137E1,7.729925537E-1,9.943821716E-1,9.357640686E0,9.442020578E0
1.965016138E1,7.670050049E-1,1.034049683E0,9.327253876E0,9.415690112E0
1.966016038E1,7.214996338E-1,1.050066376E0,9.333989868E0,9.420539686E0
1.967016038E1,6.638694763E-1,1.018482056E0,9.480984192E0,9.558613374E0
1.968015938E1,6.277944946E-1,9.833052063E-1,9.542206879E0,9.613257885E0
1.969015938E1,5.926176453E-1,9.434880066E-1,9.568252716E0,9.632903266E0
1.970015838E1,6.057902527E-1,9.154962158E-1,9.658814392E0,9.720998437E0
