"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.493402017E1,1.142124939E-1,-6.427633667E-1,9.806706848E0
2.503371217E1,1.531315613E-1,-6.212081909E-1,9.804162140E0
2.513340317E1,1.966909790E-1,-5.953120422E-1,9.831255798E0
2.523309417E1,1.812730408E-1,-6.273454285E-1,9.838740234E0
2.533278667E1,2.273771667E-1,-6.393205261E-1,9.822274475E0
2.543247767E1,2.134561157E-1,-6.596781921E-1,9.829309845E0
2.553216867E1,1.746867371E-1,-6.569837952E-1,9.842033386E0
2.563186067E1,1.745370483E-1,-6.393205261E-1,9.815538483E0
2.573155167E1,1.517843628E-1,-6.276448059E-1,9.801767120E0
2.583124267E1,1.336720276E-1,-6.408174133E-1,9.828561401E0
2.593093367E1,1.495390320E-1,-6.427633667E-1,9.824220428E0
2.603062567E1,1.390608215E-1,-6.423143005E-1,9.840386810E0
2.613031667E1,1.202000427E-1,-6.912625122E-1,9.866582336E0
2.623000767E1,9.714797974E-2,-6.703060913E-1,9.867779846E0
2.632969892E1,8.577163696E-2,-6.474037170E-1,9.855056305E0
2.642938992E1,1.273851013E-1,-6.673123169E-1,9.856104126E0
2.652908092E1,1.672023010E-1,-6.497987366E-1,9.901908875E0
2.662877192E1,1.678010559E-1,-6.304888916E-1,9.950258331E0
2.672846392E1,1.770817566E-1,-6.566844177E-1,9.933193817E0
2.682815492E1,2.336640930E-1,-6.670129395E-1,9.883646851E0
2.692784592E1,2.766247559E-1,-6.741979980E-1,9.726623383E0
2.702753792E1,3.043171692E-1,-6.518943787E-1,9.625134430E0
2.712722892E1,3.365002441E-1,-6.415658569E-1,9.660311279E0
2.722691992E1,3.329077148E-1,-6.577322388E-1,9.781858521E0
2.732661133E1,3.158432007E-1,-6.369255066E-1,9.925410004E0
2.742630333E1,2.628533936E-1,-6.730004883E-1,9.936037903E0
2.752599433E1,2.499801636E-1,-7.053332520E-1,9.886490936E0
2.762568533E1,2.502795410E-1,-6.791377258E-1,9.766889648E0
2.772537633E1,1.907034302E-1,-7.120692444E-1,9.662406921E0
2.782506833E1,1.586700439E-1,-6.491999817E-1,9.721234589E0
2.792475933E1,1.407073975E-1,-6.363267517E-1,9.912237396E0
2.802445033E1,1.097218323E-1,-6.643185425E-1,1.005369324E1
2.812414133E1,7.289840698E-2,-6.598278809E-1,1.007899063E1
2.822383333E1,1.034349060E-1,-6.783892822E-1,9.967622223E0
2.832352404E1,1.119671631E-1,-6.625222778E-1,9.809850311E0
2.842321504E1,1.243913269E-1,-6.288423157E-1,9.718390503E0
2.852290604E1,1.495390320E-1,-6.417155457E-1,9.720486145E0
2.862259804E1,1.833686829E-1,-6.354286194E-1,9.839638367E0
2.872228904E1,1.972897339E-1,-6.866221619E-1,9.923613739E0
2.882198004E1,2.258802795E-1,-6.668632507E-1,9.965227203E0
2.892167104E1,2.841091919E-1,-6.667135620E-1,9.889484711E0
2.902136304E1,3.034190369E-1,-6.421646118E-1,9.728269958E0
2.912105404E1,2.721340942E-1,-6.099815369E-1,9.644294586E0
2.922074504E1,2.195933533E-1,-6.830296326E-1,9.733359375E0
2.932043567E1,2.261796570E-1,-6.092330933E-1,9.866282959E0
2.942012767E1,2.591111755E-1,-6.216572571E-1,9.904004517E0
2.951981867E1,2.592608643E-1,-6.111790466E-1,9.962532806E0
2.961950967E1,1.941462708E-1,-6.532415771E-1,9.956395569E0
2.971920067E1,2.173480225E-1,-6.439608765E-1,9.818981323E0
2.981889267E1,1.764830017E-1,-6.385720825E-1,9.640851746E0
2.991858367E1,1.821711731E-1,-6.436614990E-1,9.630523224E0
